oficina,departamento,horario_atencion,dias_de_apertura,dias_de_cierre,direccion,indicativo,telefono,numero_telefonico_no_1,numero_telefonico_no_2,numero_telefonico_no_3,numero_telefonico_no_4,numero_telefonico_no_5,numero_telefonico_no_6,column14,column15,column16,column17
YOPAL,CASANARE,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 22 NO. 7-59,98,6349223 - 6358049 - 7349223 - 6357804 - 6359618,6349223,6358049,7349223,6357804,6359618,,,,,
JUNIN,CUNDINAMARCA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 4 NO.3-29,91,8536040 - 8533040,8536040,8533040,,,,,,,,
SANTA ROSA DE OSOS,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 30 B NO. 29-70 LOCAL 102,94,8608122 - 8608046 - 8608198,8608122,8608046,8608198,,,,,,,
LA UVITA,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 6 NO. 6 -73,98,7895080 - 7895301,7895080,7895301,,,,,,,,
TOLUVIEJO,SUCRE,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,DIAGONAL 3 NO. 4-03/15 (CALLE SAN JOSÉ),95,2948235 - 2948194 - 2948013 - 2948180,2948235,2948194,2948013,2948180,,,,,,
AGUADAS,CALDAS,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 7 NO. 5-20,96,8514760 - 8514560 - 8514761,8514760,8514560,8514761,,,,,,,
SOPETRAN,ANTIOQUIA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 10 A NO. 8-04/06,94,854 1056  - 855 1769  - 8541572 - 8541550,8541056,8551769,8541572,8541550,,,,,,
LOS PALMITOS,SUCRE,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 6 NO.6-14,95,2922189 - 2922144,2922189,2922144,,,,,,,,
SANTA ROSA DEL SUR,BOLÍVAR,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 9 NO. 11 -40,95,5697005,5697005,,,,,,,,,
ARAUQUITA,ARAUCA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 3 NO. 4-48,97,8836210 - 8836209 - 8836043 - 8836211,8836210,8836209,8836043,8836211,,,,,,
TULUA,VALLE DEL CAUCA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 26 NO. 27 - 59 / 27 - 63,92,2255806 - 2249840 - 2244371 - 2249839 - 2259840,2255806,2249840,2244371,2249839,2259840,,,,,
CAROLINA,ANTIOQUIA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 49 NO.50-20,94,8634763 - 8634016 - 8634753 - 8634057 - 8634764,8634763,8634016,8634753,8634057,8634764,,,,,
ALBANIA,CAQUETÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 4 NO. 5 -56 PARQUE PRINCIPAL - CENTRO,98,4303048 - 4303049 - 4303085,4303048,4303049,4303085,,,,,,,
VALDIVIA,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 10 NO. 10 – 24/28 LOCAL 101,94,8360392 - 8360836 - 8360155 - 8360247,8360392,8360836,8360155,8360247,,,,,,
SAN SEBASTIAN,MAGDALENA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 5 NO.3-22,95,6898708,6898708,,,,,,,,,
LA CELIA,RISARALDA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA. 2 NO.2-182,96,7266550 - 3671530 - 7266116 - 3671599,7266550,3671530,7266116,3671599,,,,,,
SAN ALBERTO,CESAR,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA. 2 Nº. 6-54  ESQUINA   CALLE 6 NO. 3 -20 PARQUE PRINCIPAL,95,55645516 - 5645250 - 5645014,5564551,5645250,5645014,,,,,,,
SAN PEDRO,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 50 NO.50-08 PISO 2 LOCAL 201,94,8686490 - 8686009,8686490,8686009,,,,,,,,
QUIMBAYA,QUINDIO,DE 8:00 - 11:30 AM Y DE 2:00 P.M. A 4:30 P.M.      DE 8:00 A 2:00 P.M.,MARTES A VIERNES Y SÁBADO,DOMINGO Y LUNES,CALLE 15 NO. 4 - 30,96,7520334 - 7520355 - 7521200 - 7521464 - 7521164,7520334,7520355,7521200,7521464,7521164,,,,,
SANTA MARIA,HUILA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA.4 NO.10-12,98,8787451 - 8787151 -  878 71 52,8787451,8787151,8787152,,,,,,,
VILLANUEVA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA. 14 NO.14-71,97,7166034 - 7166230 - 7166222,7166034,7166230,7166222,,,,,,,
CANDELARIA,ATLÁNTICO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE  14  Nº.  15-02,95,8734908 - 8734640 - 8734068,8734908,8734640,8734068,,,,,,,
BETULIA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 6 N° 5-15,97,6259272 - 6259252 - 6259273,6259272,6259252,6259273,,,,,,,
CHIMA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 5 NO.6-01 PARQUE CENTRAL,97,7197201 - 7197723,7197201,7197723,,,,,,,,
ALGECIRAS,HUILA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 5 NO 6- 10,98,8382121 - 8382120 - 8382127 - 8382122,8382121,8382120,8382127,8382122,,,,,,
MOLAGAVITA,SANTANDER,8:00 A.M  - 2:00 PM,MIERCOLES A DOMINGO,LUNES Y MARTES,CRA. 4 N° 4-02,97,6627066 - 6627013,6627066,6627013,,,,,,,,
SEGOVIA,ANTIOQUIA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA.50 NO.50-12 PAL. MPAL.,94,8314016 - 8317056 - 8319355,8314016,8317056,8319355,,,,,,,
PIENDAMO,CAUCA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA. 3 CALLE 8-00,92,8250086 - 8250084 - 8250083 - 8240934 - 8250346,8250086,8250084,8250083,8240934,8250346,,,,,
SAN FRANCISCO,CUNDINAMARCA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA. 6 NO. 3-09,91,8478647 - 8478318,8478647,8478318,,,,,,,,
LA PEÑA,CUNDINAMARCA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 2 NO. 7 - 53,91,8449025 - 8449095,8449025,8449095,,,,,,,,
ANZOATEGUI,TOLIMA,DE 8:00 - 11:30 AM Y DE 2:00 P.M. A 4:30 P.M.      DE 8:00 A 2:00 P.M.,MARTES A VIERNES Y SÁBADO,DOMINGO Y LUNES,CRA 3 NO 11 - 46,98,2841175 - 2810095 - 2810139,2841175,2810095,2810139,,,,,,,
SAN JACINTO,BOLÍVAR,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 41 NO. 20-35,95,6868110 - 6868013,6868110,6868013,,,,,,,,
LEBRIJA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 7 NO. 11 - 47,97,6566981 - 6566238 - 6566027,6566981,6566238,6566027,,,,,,,
MILAN,CAQUETÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 2 NO.6-02 CENTRO    CALLE 6 NO. 6-25,98,320 4985277     - 4306186 - 4306185 - 4306062 - Celu Fijo 3204985277,3204985277,4306186,4306185,4306062,,3204985277,,,,
BARANOA,ATLÁNTICO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 19  Nº.  16-52   PLAZA DE BARANOA,95,8789225 -  - 8788036 - 3734300,8789225,8788036,3734300,,,,,,,
LABRANZAGRANDE,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 9 NO. 8 - 31 PARQUE PRINCIPAL,98,320 4985261 - 6359986 - 6359643 - Celufijo 3204985261,3204985261,6359986,6359643,,,3204985261,,,,
TIPACOQUE,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 8 NO.3-47,98,7889094 - 7889006 - 7889096 - 788 90 05,7889094,7889006,7889096,7889005,,,,,,
FOSCA,CUNDINAMARCA,8:00 A.M  - 2:00 PM,MIERCOLES A DOMINGO,LUNES Y MARTES,CALLE  2 NO 1-51,91,8490073 - 8490030,8490073,8490030,,,,,,,,
PAUNA,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 5 NO. 5 - 05/    45 BARRIO CENTRAL,98,7253175 - 7253274,7253175,7253274,,,,,,,,
SAN ONOFRE,SUCRE,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA. 19 NO.20-65 PLAZA PRINCIPAL,95,2983171 - 2983003 - 2983643,2983171,2983003,2983643,,,,,,,
BOGOTA - CODABAS,BOGOTÁ D.C,7.00 A.M. A 2:00 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA. 7A NO. 180-71/75 MÓDULO 1 LOCAL 29,91,6748471 - 6744103,6748471,6744103,,,,,,,,
EL CHARCO,NARIÑO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA.2 NO. 10 A -10 BARRIO EL CARMEN,92,7470113 - 7470000,7470113,7470000,,,,,,,,
CALARCA,QUINDIO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA 24 NO 39 -36,96,7421284 - 7434661 - 7424154 - 7433810 - 7434665,7421284,7434661,7424154,7433810,7434665,,,,,
ANSERMANUEVO,VALLE DEL CAUCA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA.4 BIS # 6-93,92,2052314 - 2052315,2052314,2052315,,,,,,,,
TUNJA,BOYACÁ,7:00 A.M. A 12:30 P.M.. Y DE 2:00 P.M. A 7:00 PM Y SABADO DE 8:30 A.M. A 12M,LUNES A VIERNES Y SABADO,DOMINGO,CALLE 18 NO. 11-31 PISO 3,98,7405522 - 7405533 - 740 00 63 - 7441398,7405522,7405533,7400063,7441398,,,,,,
GUAYABAL DE SIQUIMA,CUNDINAMARCA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 3 NO. 4 -03 ALCALDÍA MUNICIPAL,91,8463560 - 8463670,8463560,8463670,,,,,,,,
PAIME,CUNDINAMARCA,7.00 A.M. A 2:00 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 3 NO. 2-16,91,8549490 - 8505490 - 8505504,8549490,8505490,8505504,,,,,,,
MURILLO,TOLIMA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA. 8 NO.3-85,98,2532176 - 2532026 - 2532177 - 2532178,2532176,2532026,2532177,2532178,,,,,,
PUERTO LLERAS,META,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 5 NO. 6 A -42 PARQUE PRINCIPAL.,98,6524298 - 6524302 - 6524227,6524298,6524302,6524227,,,,,,,
UBATE,CUNDINAMARCA,8:00 A.M..  - 3:00 P.M.,LUNES A VIERNES,SABADO Y DOMINGO,CLL 6 NO 5-04     CALLE 6 NO. 6-02,91,8553460 - 8553015 - 8552650 - 8552103 - 8552650,8553460,8553015,8552650,8552103,8552650,,,,,
PORE,CASANARE,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 3 NO. 16-82/16/88,98,6388085 - 6388086 - 6388239,6388085,6388086,6388239,,,,,,,
MEDELLIN AMERICA,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 44 NO. 84-11,94,4920791 - 4922094 - 2525026 - 2520369,4920791,4922094,2525026,2520369,,,,,,
VITERBO,CALDAS,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 9 NO 7-34   CALLE 8 NO. 6-46,96,8690141 - 8690018 - 8690121,8690141,8690018,8690121,,,,,,,
MARINILLA,ANTIOQUIA,8:00 A.M..  - 3:00 P.M.,LUNES A VIERNES,SABADO Y DOMINGO,CRA.30 NO.30-48 PARQUE PRINCIPAL,94,5484368 - 5484030 - 5488494,5484368,5484030,5488494,,,,,,,
PUERTO TRIUNFO,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA.11 NO.10-17,94,835 20 15  - 835 20 58 - 835 20 00,8352015,8352058,8352000,,,,,,,
BOLIVAR,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA. 3 N° 9-64,97,7569041 - 756 90 03 - 756 90 11,7569041,7569003,7569011,,,,,,,
PUEBLO NUEVO,CÓRDOBA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 9 NO. 11-75 BARRIO LAS FLORES - LOCAL 01,94,7653474 - 7653475 - 7753351,7653474,7653475,7753351,,,,,,,
VETAS,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 1 NO. 4-50 PARQUE PRINCIPAL,97,6297107 - 6297033,6297107,6297033,,,,,,,,
PUERTO LEGUIZAMO,PUTUMAYO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 6 NO. 2 -106 BARRIO EL CENTRO,98,5634315 - 5634041,5634315,5634041,,,,,,,,
CONTRATACION,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 5 N° 3-20,97,7171288 - 6171185,7171288,6171185,,,,,,,,
IPIALES,NARIÑO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 6 NO.10-21 /27,92,7732265 - 7732940 - 7732910 - 7732266 - 7732160,7732265,7732940,7732910,7732266,7732160,,,,,
PUEBLORRICO,ANTIOQUIA,8:00 A.M  - 2:00 PM,MIERCOLES A DOMINGO,LUNES Y MARTES,CALLE 30NO.29-27 EDIFICIO DEL CAFÉ,94,8498117 - 8498100,8498117,8498100,,,,,,,,
AQUITANIA,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 7 NO.6-34,98,7794754 - 7794096 - 7794121,7794754,7794096,7794121,,,,,,,
MOÑITOS,CÓRDOBA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 4 NO.4-29 CALLE PRINCIPAL,94,7608500 - 7608555 - 7608585,7608500,7608555,7608585,,,,,,,
ARBOLETES,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 29 NO. 31 - 10 - CALLE 31 NO. 28 -06 CENTRO,94,8200089 - 8200165 - 8200264 - 8200266,8200089,8200165,8200264,8200266,,,,,,
PUERTO LIBERTADOR,CÓRDOBA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA. 9 Nº. 8-01/03/07  CALLE PRINCIPAL DEL COMERCIO,94,7725568 - 7725045,7725568,7725045,,,,,,,,
MUTATA,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 10 NO.10-15 ALCALDÍA MUNICIPAL,94,8578422 - 8578421 - 8578420,8578422,8578421,8578420,,,,,,,
BUENAVISTA,CÓRDOBA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 12 NO.10-39 BARRIO LOS ALMENDROS,94,7712221 - 7722609 - 7712066 - 7712222,7712221,7722609,7712066,7712222,,,,,,
YONDO,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 55 NO.46 B - 44 ANTONIO ROLDAN B.,94,238274 - 8320976 - 8325124,8320976,8325124,,,,,,,,
AYAPEL,CÓRDOBA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 8 A NO.1 - 48 - CENTRO COMERCIAL BULEVAR - AYAPEL - CÓRDOBA,94,7724175 - 7705245 - 7705896 - 7705246,7724175,7705245,7705896,7705246,,,,,,
TAMINANGO,NARIÑO,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 2 NO. 2-32 BARRIO KENNEDY,92,7265773,7265773,,,,,,,,,
EL ESPINO,BOYACÁ,DE 8:00 - 11:30 AM Y DE 2:00 P.M. A 4:30 P.M.      DE 8:00 A 2:00 P.M.,MARTES A VIERNES Y SÁBADO,DOMINGO Y LUNES,CALLE 6 NO. 4 -08,98,7884235 - 788 41 80,7884235,7884180,,,,,,,,
PEREIRA,RISARALDA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 19 NO.8-58,96,3309837 - 335651073 - 3347130 - 3358623 - 3339298,3309837,3347130,3358623,3339298,,,,,,
EL PEÑOL,ANTIOQUIA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA 18 NO. 226 PARQUE PRINCIPAL,94,8518577 - 8515867 - 8515388 - 8515340,8518577,8515867,8515388,8515340,,,,,,
GACHALA,CUNDINAMARCA,8:00 A.M..  - 3:00 P.M.,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 4 NO. 6-32/36,91,8538505 - 8538548,8538505,8538548,,,,,,,,
TIMBIQUI,CAUCA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE PRINCIPAL,92,8403092 - 8403011,8403092,8403011,,,,,,,,
VALLE DE SAN JUAN,TOLIMA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA.5 NO.5-60,98,2885207 - 2885116,2885207,2885116,,,,,,,,
EL COCUY,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 8 NO. 3 - 64,98,7890502 - 7890266 - 7890483 - 7890504 - 7890036,7890502,7890266,7890483,7890504,7890036,,,,,
SAN ANDRES DE CUERQUIA,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 30 NO. 29 – 41 PARQUE PRINCIPAL,94,8618470 - 8618034,8618470,8618034,,,,,,,,
TONA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 7 N° 3-25,97,6277578 - 6277510,6277578,6277510,,,,,,,,
EL CARMEN,NORTE DE SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 8 N° 3-07,97,5633308 - 5633500 - 5633294,5633308,5633500,5633294,,,,,,,
MALAGA,SANTANDER,DE 8:00 - 11:30 AM Y DE 2:00 P.M. A 4:30 P.M.      DE 8:00 A 2:00 P.M.,MARTES A VIERNES Y SÁBADO,DOMINGO Y LUNES,CRA. 9 NO.15-09/19/25,97,6607032 - 6607037 - 6607146 - 6616251,6607032,6607037,6607146,6616251,,,,,,
CABRERA,CUNDINAMARCA,8:00 A.M..  - 3:00 P.M.,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA. 2 NO.5-34,91,8689012 - 8689012 -  - 8689011 - 8689106,8689012,8689012,8689011,8689106,,,,,,
CUNDAY,TOLIMA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 6 NO.4-50,98,2477372 - 2477024 -  - Celu Fijo 3204985275,2477372,2477024,,,,3204985275,,,,
LA GLORIA,CESAR,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 2 NO. 4 - 27 BARRIO CALLE CENTRAL,95,5683319 - 5683053 - 5683021,5683319,5683053,5683021,,,,,,,
CRAVO NORTE,ARAUCA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 3 NO. 4-51,97,8889005 - 8889004 - 8889080 - 8889225,8889005,8889004,8889080,8889225,,,,,,
SANTA ROSA DE CABAL,RISARALDA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 15 NO. 13-35 Y 13-55,96,3641195 - 3642221,3641195,3642221,,,,,,,,
FLORIDA,VALLE DEL CAUCA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 9 NO. 20-01,92,2638820 - 2638873,2638820,2638873,,,,,,,,
EL CARMEN DE CHUCURI,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 5 NO. 3 - 06,97,6140743 - 6140647 - 6140772 - 6140539,6140743,6140647,6140772,6140539,,,,,,
JENESANO,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 2 NO. 8 -26,98,7313262 - 7310349 - 7363300 - 7363142 - 7363299,7313262,7310349,7363300,7363142,7363299,,,,,
NUEVO COLON,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 4 NO. 4 -40/ 60   NO. 3-76,98,7353105 - 7353084,7353105,7353084,,,,,,,,
VICTORIA,CALDAS,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CRA 6 NO 9 - 28    9-29,96,8552663 - 8552416 - 8552004 - 8552019,8552663,8552416,8552004,8552019,,,,,,
BARBACOAS,NARIÑO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA. 8 NO. 4-36/70 PASO GRANDE - CALLE TOMAS CIPRIANO DE MOSQUERA,92,7468023 - 7468418 - 7468019 - 7468420,7468023,7468418,7468019,7468420,,,,,,
TENA,CUNDINAMARCA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,DIAGONAL 3 NO. 3 - 15,91,8494395 - 8498150 - 8494279,8494395,8498150,8494279,,,,,,,
SAN PEDRO DE URABA,ANTIOQUIA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA. 50 NO.50-33/35 PARQUE PRINCIPAL,94,8205193 - 8204025,8205193,8204025,,,,,,,,
DARIEN,VALLE DEL CAUCA,DE 8:00 - 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. DE 8:00 A 2:00 P.M.,MARTES A VIERNES Y SÁBADO,DOMINGO Y LUNES,CALLE 11 NO.6-42,92,2533537 - 2594093 - 2533129,2533537,2594093,2533129,,,,,,,
SAN BERNARDO DEL VIENTO,CÓRDOBA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 7 NO. 10-38,94,7759310 - 7758095 - 7758176 - 7758215 - 7758130,7759310,7758095,7758176,7758215,7758130,,,,,
MACEO,ANTIOQUIA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 30 NO. 29-63,94,8640155 - 8640042 - 864 0117,8640155,8640042,8640117,,,,,,,
GAMBITA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 11  PARQUE PRINCIPAL    CALLE 4 NO. 9-06,97,7453941 - 7453942 - 7453934 - Celufijo 3138709062 -,7453941,7453942,7453934,,,3138709062,,,,
BELEN DE UMBRIA,RISARALDA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 11 # 6 -25,96,6588464 - 3529060 - 3527573 - 6527433 - 3527573,6588464,3529060,3527573,6527433,3527573,,,,,
VILLAHERMOSA,TOLIMA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 5 NO. 8-12,98,2533170 - 2533155 - 2533093,2533170,2533155,2533093,,,,,,,
SATIVANORTE,BOYACÁ,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 3 NO. 7 - 02 / 12,98,7898011 - 7898012,7898011,7898012,,,,,,,,
CONSACA,NARIÑO,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 6 CALLE 2 ESQUINA PLAZA PRINCIPAL,92,7423144 - 753276 - 753267 - 7423267,7423144,7423267,,,,,,,,
BUENAVENTURA,VALLE DEL CAUCA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 1 CARRERA 2 ESQUINA BARRIO CENTRO - SECTOR ISLA (CALLE 1 NO. 2-51/2-59),92,2419004 - 2426306 - 2422441 - 2411833 - 2423674,2419004,2426306,2422441,2411833,2423674,,,,,
